#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
1360,,大洋,france,bb,,,,,,
1361,,库尔贝,france,bb,,,,,,
1362,,巴黎,france,bb,,,,,,
1363,,法兰西,france,bb,,,,,,
1364,,布列塔尼,france,bb,,,,,,
1365,,普罗旺斯,france,bb,,,,,,
1366,,洛林,france,bb,,,,,,
1367,,诺曼底,france,bb,,,,,,
1368,,加斯科尼,france,bb,,,,,,
1369,,佛兰德斯,france,bb,,,,,,
1370,,朗格多克,france,bb,,,,,,
1371,,贝亚恩,france,bb,,,,,,
1372,,里昂,france,bb,,,,,,
1373,,杜肯,france,bb,,,,,,
1374,,里尔,france,bb,,,,,,
1375,,图尔维尔,france,bb,,,,,,
1376,,荣耀,france,bb,,,,,,
1377,,无敌,france,bb,,,,,,
1378,,皇冠,france,bb,,,,,,
1379,,马真塔,france,bb,,,,,,
1380,,索尔费里诺,france,bb,,,,,,
1381,,海洛因,france,bb,,,,,,
1382,,高卢兹,france,bb,,,,,,
1383,,萨瓦,france,bb,,,,,,
1384,,马格纳尼梅,france,bb,,,,,,
1385,,主管,france,bb,,,,,,
1386,,英勇,france,bb,,,,,,
1387,,复仇,france,bb,,,,,,
1388,,圭耶纳,france,bb,,,,,,
1389,,贝利库兹,france,bb,,,,,,
1390,,不屈,france,bb,,,,,,
1391,,鲨鱼,france,bb,,,,,,
1392,,恐怖,france,bb,,,,,,
1393,,伟辛格托里克斯,france,bb,,,,,,
1394,,黎塞留,france,bb,,,,,,
1395,,敦刻尔克,france,bc,,,,,,
1396,,斯特拉斯堡,france,bc,,,,,,
1397,,黎塞留,france,bc,,,,,,
1398,,让·巴尔,france,bc,,,,,,
1399,,克列孟梭,france,bc,,,,,,
1400,,加斯科涅,france,bc,,,,,,
1401,,阿尔萨斯,france,bc,,,,,,
1402,,阿尔玛,france,bc,,,,,,
1403,,阿尔米德,france,bc,,,,,,
1404,,阿塔兰特,france,bc,,,,,,
1405,,贞德,france,bc,,,,,,
1406,,蒙卡尔姆,france,bc,,,,,,
1407,,布莱奇皇后,france,bc,,,,,,
1408,,特提斯,france,bc,,,,,,
1409,,加利索尼,france,bc,,,,,,
1410,,凯旋,france,bc,,,,,,
1411,,得胜,france,bc,,,,,,
1412,,圣路易斯,france,bc,,,,,,
1413,,财富,france,bc,,,,,,
1414,,圣母,france,bc,,,,,,
1415,,真主希望,france,bc,,,,,,
1416,,大圣徒路易斯,france,bc,,,,,,
1417,,海王星,france,bc,,,,,,
1418,,圣查尔斯,france,bc,,,,,,
1419,,天鹅,france,bc,,,,,,
1420,,马德琳·德·布雷斯特,france,bc,,,,,,
1421,,玛格丽特·杜波南特,france,bc,,,,,,
1422,,国王,france,bc,,,,,,
1423,,王冠,france,bc,,,,,,
1424,,雌鹰,france,bc,,,,,,
1425,,胜利,france,bc,,,,,,
1426,,维克多,france,bc,,,,,,
1427,,阿尔米兰特,france,bc,,,,,,
1428,,海卫一,france,bc,,,,,,
1429,,猎兔犬,france,bc,,,,,,
1430,,残暴,france,bc,,,,,,
1431,,但泽,france,bc,,,,,,
1432,,太阳,france,bc,,,,,,
1433,,圣托马斯·阿奎那,france,bc,,,,,,
1434,,光荣,france,bc,,,,,,
1435,,大英格兰,france,bc,,,,,,
1436,,迪普伊·德·洛姆,france,ca,,,,,,
1437,,查纳海军上将,france,ca,,,,,,
1438,,布津克斯,france,ca,,,,,,
1439,,尚齐,france,ca,,,,,,
1440,,拉图什-特雷维尔,france,ca,,,,,,
1441,,波蒂奥,france,ca,,,,,,
1442,,盖登,france,ca,,,,,,
1443,,蒙卡尔姆,france,ca,,,,,,
1444,,杜佩蒂-图阿尔斯,france,ca,,,,,,
1445,,迪普莱克斯,france,ca,,,,,,
1446,,德赛,france,ca,,,,,,
1447,,克莱贝尔,france,ca,,,,,,
1448,,光荣,france,ca,,,,,,
1449,,马赛,france,ca,,,,,,
1450,,苏利,france,ca,,,,,,
1451,,贡代,france,ca,,,,,,
1452,,道恩海军上将,france,ca,,,,,,
1453,,莱昂·甘贝塔,france,ca,,,,,,
1454,,朱尔·费里,france,ca,,,,,,
1455,,维克多雨果,france,ca,,,,,,
1456,,于勒·米凯莱,france,ca,,,,,,
1457,,欧内斯特·雷南,france,ca,,,,,,
1458,,瓦尔德克-卢梭,france,ca,,,,,,
1459,,埃德加·奎内特,france,ca,,,,,,
1460,,梅茨,france,ca,,,,,,
1461,,科尔马,france,ca,,,,,,
1462,,斯特拉斯堡,france,ca,,,,,,
1463,,蒂永维尔,france,ca,,,,,,
1464,,破坏,france,ca,,,,,,
1465,,会议,france,ca,,,,,,
1466,,暴发,france,ca,,,,,,
1467,,熔岩,france,ca,,,,,,
1468,,暴鸣,france,ca,,,,,,
1469,,派克汉斯,france,ca,,,,,,
1470,,角力,france,ca,,,,,,
1471,,佩霍,france,ca,,,,,,
1472,,西贡,france,ca,,,,,,
1473,,傲慢,france,ca,,,,,,
1474,,怨仇,france,ca,,,,,,
1475,,倔强,france,ca,,,,,,
1476,,伏击,france,ca,,,,,,
1477,,不破,france,ca,,,,,,
1478,,护国公,france,ca,,,,,,
1479,,庇护,france,ca,,,,,,
1480,,罗尚博,france,ca,,,,,,
1481,,公牛,france,ca,,,,,,
1482,,地狱犬,france,ca,,,,,,
1483,,公羊,france,ca,,,,,,
1484,,斗牛犬,france,ca,,,,,,
1485,,老虎,france,ca,,,,,,
1486,,雷鸣,france,ca,,,,,,
1487,,盛怒,france,ca,,,,,,
1488,,狂怒,france,ca,,,,,,
1489,,风暴,france,ca,,,,,,
1490,,复仇者,france,ca,,,,,,
1491,,雷鸣,france,ca,,,,,,
1492,,凯门,france,ca,,,,,,
1493,,特雷胡尔特海军上将,france,ca,,,,,,
1494,,布文,france,ca,,,,,,
1495,,瓦尔米,france,ca,,,,,,
1496,,杰马佩斯,france,ca,,,,,,
1497,,亨利四世,france,ca,,,,,,
1498,,迪凯纳,france,ca,,,,,,
1499,,图尔维尔,france,ca,,,,,,
1500,,苏弗伦,france,ca,,,,,,
1501,,柯尔贝尔,france,ca,,,,,,
1502,,福熙,france,ca,,,,,,
1503,,阿尔及利亚,france,ca,,,,,,
1504,,斯法克斯,france,cl,,,,,,
1505,,特茹,france,cl,,,,,,
1506,,塞西尔海军上将,france,cl,,,,,,
1507,,达武,france,cl,,,,,,
1508,,叙歇,france,cl,,,,,,
1509,,福尔班,france,cl,,,,,,
1510,,科特洛贡,france,cl,,,,,,
1511,,苏尔古夫,france,cl,,,,,,
1512,,特鲁德,france,cl,,,,,,
1513,,科斯芒,france,cl,,,,,,
1514,,拉朗德,france,cl,,,,,,
1515,,利努瓦,france,cl,,,,,,
1516,,加利利,france,cl,,,,,,
1517,,拉瓦锡,france,cl,,,,,,
1518,,沙托雷诺,france,cl,,,,,,
1519,,阿尔杰,france,cl,,,,,,
1520,,让·巴尔,france,cl,,,,,,
1521,,伊斯兰,france,cl,,,,,,
1522,,弗里昂,france,cl,,,,,,
1523,,查塞卢普 Laubat,france,cl,,,,,,
1524,,毕若,france,cl,,,,,,
1525,,笛卡儿,france,cl,,,,,,
1526,,帕斯卡,france,cl,,,,,,
1527,,达萨斯,france,cl,,,,,,
1528,,杜柴拉,france,cl,,,,,,
1529,,卡萨尔,france,cl,,,,,,
1530,,卡蒂娜,france,cl,,,,,,
1531,,庇护,france,cl,,,,,,
1532,,德恩德莱卡斯提奥克斯,france,cl,,,,,,
1533,,吉尚,france,cl,,,,,,
1534,,让提丝,france,cl,,,,,,            
1535,,安菲尔内,france,cl,,,,,,
1536,,尤利安·德·拉·格拉维耶,france,cl,,,,,,
1537,,拉·莫特·皮克特,france,cl,,,,,,
1538,,米卢斯,france,cl,,,,,,
1539,,迪盖·特鲁安,france,cl,,,,,,
1540,,普利莫盖,france,cl,,,,,,
1541,,冥王星,france,cl,,,,,,
1542,,埃米尔·伯丁,france,cl,,,,,,
1543,,拉·加利索尼埃,france,cl,,,,,,
1544,,让·德·维埃纳,france,cl,,,,,,
1545,,马赛,france,cl,,,,,,
1546,,蒙卡尔姆,france,cl,,,,,,
1547,,乔治·莱格,france,cl,,,,,,
1548,,德·格拉斯,france,cl,,,,,,
1549,,科尔伯特,france,cl,,,,,,
1550,,瑟茜,france,cl,,,,,,
1551,,迪普莱什,france,cl,,,,,,
1552,,阿莫里卡,france,cl,,,,,,
1553,,护身符,france,cl,,,,,,
1554,,凝花,france,cl,,,,,,
1555,,伊龙代勒,france,cl,,,,,,
1556,,迪凯纳,france,cl,,,,,,
1557,,图维尔,france,cl,,,,,,
1558,,拉贝鲁丝,france,cl,,,,,,
1559,,德·埃斯坦,france,cl,,,,,,
1560,,尼尔利,france,cl,,,,,,
1561,,维拉尔,france,cl,,,,,,
1562,,赎罪,france,cl,,,,,,
1563,,马农,france,cl,,,,,,
1564,,罗朗,france,cl,,,,,,
1565,,伊菲革涅亚,france,cl,,,,,,
1566,,奈亚德,france,cl,,,,,,
1567,,阿雷图萨,france,cl,,,,,,
1568,,杜布迪厄,france,cl,,,,,,
1569,,米兰,france,cl,,,,,,
1570,,尚武,france,cl,,,,,,
1571,,战备,france,dd,,,,,,
1572,,军旗,france,dd,,,,,,
1573,,军号,france,dd,,,,,,
1574,,旗帜,france,dd,,,,,,
1575,,堡垒,france,dd,,,,,,
1576,,战刃,france,dd,,,,,,
1577,,战旗,france,dd,,,,,,
1578,,匕首,france,dd,,,,,,
1579,,行囊,france,dd,,,,,,
1580,,战壕,france,dd,,,,,,
1581,,赫伯,france,dd,,,,,,
1582,,卡宾枪手,france,dd,,,,,,
1583,,亨利少尉,france,dd,,,,,,
1584,,哈萨德,france,dd,,,,,,
1585,,佣兵,france,dd,,,,,,
1586,,马梅卢克,france,dd,,,,,,
1587,,北非骑兵,france,dd,,,,,,
1588,,轻骑兵,france,dd,,,,,,
1589,,散兵,france,dd,,,,,,
1590,,猎人,france,dd,,,,,,
1591,,升麻,france,dd,,,,,,
1592,,卡弗利尔,france,dd,,,,,,
1593,,步兵,france,dd,,,,,,
1594,,禁卫军,france,dd,,,,,,
1595,,盾牌,france,dd,,,,,,
1596,,冲击,france,dd,,,,,,
1597,,上尉 Mehl,france,dd,,,,,,
1598,,头盔,france,dd,,,,,,
1599,,弯刀,france,dd,,,,,,
1600,,博里司令官,france,dd,,,,,,
1601,,维埃拉司令官,france,dd,,,,,,
1602,,鹿角,france,dd,,,,,,
1603,,德霍特,france,dd,,,,,,
1604,,福克斯,france,dd,,,,,,
1605,,刀叉,france,dd,,,,,,
1606,,弗朗西斯·卡尼尔,france,dd,,,,,,
1607,,比松,france,dd,,,,,,
1608,,雷诺丁,france,dd,,,,,,
1609,,指挥官 Lucas,france,dd,,,,,,
1610,,门徒,france,dd,,,,,,
1611,,曼吉尼,france,dd,,,,,,
1612,,马贡,france,dd,,,,,,
1613,,顽强,france,dd,,,,,,
1614,,冒险家,france,dd,,,,,,
1615,,鲁莽,france,dd,,,,,,
1616,,无畏,france,dd,,,,,,
1617,,罗克斯少尉,france,dd,,,,,,
1618,,莱斯汀,france,dd,,,,,,
1619,,加博尔德少尉,france,dd,,,,,,
1620,,阿尔及利亚,france,dd,,,,,,
1621,,安南石,france,dd,,,,,,
1622,,阿拉伯,france,dd,,,,,,
1623,,班巴拉,france,dd,,,,,,
1624,,霍娃,france,dd,,,,,,
1625,,卡拜尔,france,dd,,,,,,
1626,,摩洛哥,france,dd,,,,,,
1627,,萨卡拉夫,france,dd,,,,,,
1628,,塞内加尔,france,dd,,,,,,
1629,,索马里,france,dd,,,,,,
1630,,汤金斯,france,dd,,,,,,
1631,,图阿雷格,france,dd,,,,,,
1632,,豺,france,dd,,,,,,
1633,,美洲虎,france,dd,,,,,,
1634,,猎豹,france,dd,,,,,,
1635,,山猫,france,dd,,,,,,
1636,,黑豹,france,dd,,,,,,
1637,,虎,france,dd,,,,,,
1638,,野牛,france,dd,,,,,,
1639,,花豹,france,dd,,,,,,
1640,,狮,france,dd,,,,,,
1641,,瓦尔米,france,dd,,,,,,
1642,,凡尔登,france,dd,,,,,,
1643,,沃邦,france,dd,,,,,,
1644,,鹰,france,dd,,,,,,
1645,,秃鹰,france,dd,,,,,,
1646,,信天翁,france,dd,,,,,,
1647,,矛隼,france,dd,,,,,,
1648,,风筝,france,dd,,,,,,
1649,,隼,france,dd,,,,,,
1650,,卡萨德,france,dd,,,,,,
1651,,骑士保罗,france,dd,,,,,,
1652,,克圣,france,dd,,,,,,
1653,,马耶·布雷泽,france,dd,,,,,,
1654,,塔尔图,france,dd,,,,,,
1655,,沃奎林,france,dd,,,,,,
1656,,空想,france,dd,,,,,,
1657,,魔鬼,france,dd,,,,,,
1658,,可怖,france,dd,,,,,,
1659,,不屈,france,dd,,,,,,
1660,,勇敢,france,dd,,,,,,
1661,,凯旋,france,dd,,,,,,
1662,,莫加多尔,france,dd,,,,,,
1663,,伏尔他,france,dd,,,,,,
1664,,龙卷风,france,dd,,,,,,
1665,,飓风,france,dd,,,,,,
1666,,密史脱拉风,france,dd,,,,,,
1667,,暴风雨,france,dd,,,,,,
1668,,风暴,france,dd,,,,,,
1669,,西蒙风,france,dd,,,,,,
1670,,热风,france,dd,,,,,,
1671,,暴风雨,france,dd,,,,,,
1672,,龙卷风,france,dd,,,,,,
1673,,野蛮,france,dd,,,,,,
1674,,特罗姆贝,france,dd,,,,,,
1675,,台风,france,dd,,,,,,
1676,,机灵,france,dd,,,,,,
1677,,燕尾,france,dd,,,,,,
1678,,波尔多,france,dd,,,,,,
1679,,滨海布洛涅,france,dd,,,,,,
1680,,布雷斯特,france,dd,,,,,,
1681,,福尔班,france,dd,,,,,,
1682,,投石索,france,dd,,,,,,
1683,,翠鸟,france,dd,,,,,,
1684,,棕榈岛,france,dd,,,,,,
1685,,雷勒斯,france,dd,,,,,,
1686,,幸运,france,dd,,,,,,
1687,,进行曲,france,dd,,,,,,
1688,,震骇,france,dd,,,,,,
1689,,狂热,france,dd,,,,,,
1690,,大胆,france,dd,,,,,,
1691,,佩剑,france,dd,,,,,,
1692,,军刀,france,dd,,,,,,
1693,,马穆鲁克,france,dd,,,,,,
1694,,窥视,france,dd,,,,,,
1695,,西罗科,france,dd,,,,,,
1696,,杜兰达尔,france,tb,,,,,,
1697,,哈勒巴德,france,tb,,,,,,
1698,,福康诺,france,tb,,,,,,
1699,,埃斯平戈莱,france,tb,,,,,,
1700,,标枪,france,tb,,,,,,
1701,,弯刀,france,tb,,,,,,
1702,,矛,france,tb,,,,,,
1703,,军刀,france,tb,,,,,,
1704,,罗什福尔,france,tb,,,,,,
1705,,长枪,france,tb,,,,,,
1706,,火枪,france,tb,,,,,,
1707,,长剑,france,tb,,,,,,
1708,,斗剑,france,tb,,,,,,
1709,,弩,france,tb,,,,,,
1710,,弓,france,tb,,,,,,
1711,,燧发枪,france,tb,,,,,,
1712,,弩炮,france,tb,,,,,,
1713,,公羊,france,tb,,,,,,
1714,,大炮,france,tb,,,,,,
1715,,卡宾枪,france,tb,,,,,,
1716,,投石器,france,tb,,,,,,
1717,,鱼叉,france,tb,,,,,,
1718,,长矛,france,tb,,,,,,
1719,,战斧,france,tb,,,,,,
1720,,弹弓,france,tb,,,,,,
1721,,手枪,france,tb,,,,,,
1722,,标枪,france,tb,,,,,,
1723,,滑膛枪,france,tb,,,,,,
1724,,马枪,france,tb,,,,,,
1725,,步枪,france,tb,,,,,,
1726,,刺刀,france,tb,,,,,,
1727,,燧石,france,tb,,,,,,
1728,,吹管,france,tb,,,,,,
1729,,箭袋,france,tb,,,,,,
1730,,巨剑,france,tb,,,,,,
1731,,斧,france,tb,,,,,,
1732,,弯刀,france,tb,,,,,,
1733,,花剑,france,tb,,,,,,
1734,,斧头,france,tb,,,,,,
1735,,狼牙棒,france,tb,,,,,,
1736,,臼炮,france,tb,,,,,,
1737,,火炮,france,tb,,,,,,
1738,,石头,france,tb,,,,,,
1739,,短剑,france,tb,,,,,,
1740,,三叉戟,france,tb,,,,,,
1741,,铳,france,tb,,,,,,
1742,,潜水员,france,ss,,,,,,
1743,,Gymnote,france,ss,,,,,,
1744,,Gustave Zédé,france,ss,,,,,,
1745,,Morse,france,ss,,,,,,
1746,,Narval,france,ss,,,,,,
1747,,Sirène,france,ss,,,,,,
1748,,Triton,france,ss,,,,,,
1749,,Farfadet,france,ss,,,,,,
1750,,Korrigan,france,ss,,,,,,
1751,,Gnôme,france,ss,,,,,,
1752,,Lutin,france,ss,,,,,,
1753,,Français,france,ss,,,,,,
1754,,Algérien,france,ss,,,,,,
1755,,Espadon,france,ss,,,,,,
1756,,Silure,france,ss,,,,,,
1757,,Naïade,france,ss,,,,,,
1758,,Protée,france,ss,,,,,,
1759,,Perle,france,ss,,,,,,
1760,,Esturgeon,france,ss,,,,,,
1761,,Bonite,france,ss,,,,,,
1762,,Thon,france,ss,,,,,,
1763,,Souffleur,france,ss,,,,,,
1764,,Dorade,france,ss,,,,,,
1765,,Lynx,france,ss,,,,,,
1766,,Ludion,france,ss,,,,,,
1767,,Loutre,france,ss,,,,,,
1768,,Castor,france,ss,,,,,,
1769,,Phoque,france,ss,,,,,,
1770,,Otarie,france,ss,,,,,,
1771,,Méduse,france,ss,,,,,,
1772,,Oursin,france,ss,,,,,,
1773,,Grondin,france,ss,,,,,,
1774,,Anguille,france,ss,,,,,,
1775,,Alose,france,ss,,,,,,
1776,,Truite,france,ss,,,,,,
1777,,Dauphin,france,ss,,,,,,
1778,,Tarasque,france,ss,,,,,,
1779,,Aigrette,france,ss,,,,,,
1780,,Cigogne,france,ss,,,,,,
1781,,Argonaute,france,ss,,,,,,
1782,,Topaze,france,ss,,,,,,
1783,,Émeraude,france,ss,,,,,,
1784,,Opale,france,ss,,,,,,
1785,,Rubis,france,ss,,,,,,
1786,,Saphir,france,ss,,,,,,
1787,,Turquoise,france,ss,,,,,,
1788,,Circé,france,ss,,,,,,
1789,,Calypso,france,ss,,,,,,
1790,,Guèpe,france,ss,,,,,,
1791,,Pluviôse,france,ss,,,,,,
1792,,Ventôse,france,ss,,,,,,
1793,,Germinal,france,ss,,,,,,
1794,,Floréal,france,ss,,,,,,
1795,,Priarial,france,ss,,,,,,
1796,,Messidor,france,ss,,,,,,
1797,,Thermidor,france,ss,,,,,,
1798,,Fructidor,france,ss,,,,,,
1799,,Vendémiaire,france,ss,,,,,,
1800,,Papin,france,ss,,,,,,
1801,,Fresnel,france,ss,,,,,,
1802,,Berthelot,france,ss,,,,,,
1803,,Monge,france,ss,,,,,,
1804,,Ampère,france,ss,,,,,,
1805,,Gay-Lussac,france,ss,,,,,,
1806,,Watt,france,ss,,,,,,
1807,,Cugnot,france,ss,,,,,,
1808,,Giffard,france,ss,,,,,,
1809,,Archimède,france,ss,,,,,,
1810,,Charles Brun,france,ss,,,,,,
1811,,Mariotte,france,ss,,,,,,
1812,,Brumaire,france,ss,,,,,,
1813,,Frimaire,france,ss,,,,,,
1814,,Nivôse,france,ss,,,,,,
1815,,Foucault,france,ss,,,,,,
1816,,Euler,france,ss,,,,,,
1817,,Franklin,france,ss,,,,,,
1818,,Faraday,france,ss,,,,,,
1819,,Volta,france,ss,,,,,,
1820,,Newton,france,ss,,,,,,
1821,,Montgolfier,france,ss,,,,,,
1822,,Bernouilli,france,ss,,,,,,
1823,,Joule,france,ss,,,,,,
1824,,Coulomb,france,ss,,,,,,
1825,,Arago,france,ss,,,,,,
1826,,Curie,france,ss,,,,,,
1827,,Le Verrier,france,ss,,,,,,
1828,,Amiral Bourgois,france,ss,,,,,,
1829,,Clorinde,france,ss,,,,,,
1830,,Cornélie,france,ss,,,,,,
1831,,Néréide,france,ss,,,,,,
1832,,Amphitrite,france,ss,,,,,,
1833,,Astrée,france,ss,,,,,,
1834,,Artémis,france,ss,,,,,,
1835,,Aréthuse,france,ss,,,,,,
1836,,Atalante,france,ss,,,,,,
1837,,Amarante,france,ss,,,,,,
1838,,Ariane,france,ss,,,,,,
1839,,Andromaque,france,ss,,,,,,
1840,,Bellone,france,ss,,,,,,
1841,,Hermione,france,ss,,,,,,
1842,,Gorgone,france,ss,,,,,,
1843,,Dupuy de Lôme,france,ss,,,,,,
1844,,Sané,france,ss,,,,,,
1845,,Diane,france,ss,,,,,,
1846,,Daphné,france,ss,,,,,,
1847,,Armide,france,ss,,,,,,
1848,,Antigone,france,ss,,,,,,
1849,,Amazone,france,ss,,,,,,
1850,,Joessel,france,ss,,,,,,
1851,,Fulton,france,ss,,,,,,
1852,,Lagrange,france,ss,,,,,,
1853,,Regnault,france,ss,,,,,,
1854,,Romazotti,france,ss,,,,,,
1855,,Jean-Autric,france,ss,,,,,,
1856,,Léon Mignot,france,ss,,,,,,
1857,,Pierre Marast,france,ss,,,,,,
1858,,Jean Roulier,france,ss,,,,,,
1859,,Victor Reveille,france,ss,,,,,,
1860,,René Audry,france,ss,,,,,,
1861,,Helbronn,france,ss,,,,,,
1862,,Roland Morillot,france,ss,,,,,,
1863,,Trinité-Schillemans,france,ss,,,,,,
1864,,Carissan,france,ss,,,,,,
1865,,Jean Corre,france,ss,,,,,,
1866,,O'Byrne,france,ss,,,,,,
1867,,Henri Fournier,france,ss,,,,,,
1868,,Louis Dupetit-Thouars,france,ss,,,,,,
1869,,Maurice Callot,france,ss,,,,,,
1870,,Pierre Chailley,france,ss,,,,,,
1871,,Galatée,france,ss,,,,,,
1872,,Ondine,france,ss,,,,,,
1873,,Danaé,france,ss,,,,,,
1874,,Eurydicé,france,ss,,,,,,
1875,,Nymphe,france,ss,,,,,,
1876,,Doris,france,ss,,,,,,
1877,,Thétis,france,ss,,,,,,
1878,,Sultane,france,ss,,,,,,
1879,,Vestale,france,ss,,,,,,
1880,,Orion,france,ss,,,,,,
1881,,Antiope,france,ss,,,,,,
1882,,Méduse,france,ss,,,,,,
1883,,Oréade,france,ss,,,,,,
1884,,Orphée,france,ss,,,,,,
1885,,La Psyché,france,ss,,,,,,
1886,,La Sibylle,france,ss,,,,,,
1887,,Requin,france,ss,,,,,,
1888,,Caïman,france,ss,,,,,,
1889,,Marsouin,france,ss,,,,,,
1890,,Diamant,france,ss,,,,,,
1891,,Nautilus,france,ss,,,,,,
1892,,Redoutable,france,ss,,,,,,
1893,,Vengeur,france,ss,,,,,,
1894,,Achéron,france,ss,,,,,,
1895,,Achille,france,ss,,,,,,
1896,,Actéon,france,ss,,,,,,
1897,,Agosta,france,ss,,,,,,
1898,,Ajax,france,ss,,,,,,
1899,,Argo,france,ss,,,,,,
1900,,Bévéziers,france,ss,,,,,,
1901,,Casabianca,france,ss,,,,,,
1902,,Le Centaure,france,ss,,,,,,
1903,,Le Conquérant,france,ss,,,,,,
1904,,L'Espoir,france,ss,,,,,,
1905,,Le Héros,france,ss,,,,,,
1906,,Le Glorieux,france,ss,,,,,,
1907,,Ouessant,france,ss,,,,,,
1908,,Pascal,france,ss,,,,,,
1909,,Pasteur,france,ss,,,,,,
1910,,Pégase,france,ss,,,,,,
1911,,Persée,france,ss,,,,,,
1912,,Phénix,france,ss,,,,,,
1913,,Henri Poincare,france,ss,,,,,,
1914,,Poncelet,france,ss,,,,,,
1915,,Prométhée,france,ss,,,,,,
1916,,Sfax,france,ss,,,,,,
1917,,Sidi-Ferruch,france,ss,,,,,,
1918,,Le Tonnant,france,ss,,,,,,
1919,,Surcouf,france,ss,,,,,,
1920,,Junon,france,ss,,,,,,
1921,,Céres,france,ss,,,,,,
1922,,Iris,france,ss,,,,,,
1923,,Minerve,france,ss,,,,,,
1924,,Pallas,france,ss,,,,,,
1925,,Vénus,france,ss,,,,,,
1926,,Africaine,france,ss,,,,,,
1927,,Andromède,france,ss,,,,,,
1928,,Aurore,france,ss,,,,,,
1929,,Créole,france,ss,,,,,,
1930,,Favorite,france,ss,,,,,,
1931,,Morillot,france,ss,,,,,,
###,,,germany,,,,,,,
1933,,勃兰登堡,germany,bb,,,,,,
1934,,选帝侯弗里德里希·威廉,germany,bb,,,,,,
1935,,维森堡,germany,bb,,,,,,
1936,,伍尔斯,germany,bb,,,,,,
1937,,弗里德里希三世,germany,bb,,,,,,
1938,,威廉二世,germany,bb,,,,,,
1939,, 威廉大帝,germany,bb,,,,,,
1940,,查理曼大帝,germany,bb,,,,,,
1941,,巴巴罗萨大帝,germany,bb,,,,,,
1942,,维特尔斯巴赫,germany,bb,,,,,,
1943,,伟廷,germany,bb,,,,,,
1944,,策林根,germany,bb,,,,,,
1945,,施瓦本,germany,bb,,,,,,
1946,,梅克伦堡,germany,bb,,,,,,
1947,,不伦瑞克,germany,bb,,,,,,
1948,,艾尔萨斯,germany,bb,,,,,,
1949,,黑森,germany,bb,,,,,,
1950,,普鲁士,germany,bb,,,,,,
1951,,洛特林根,germany,bb,,,,,,
1952,,,德意志germany,bb,,,,,,
1953,,汉诺威,germany,bb,,,,,,
1954,,波美拉尼亚,germany,bb,,,,,,
1955,,西里西亚,germany,bb,,,,,,
1956,,石泰苏益格-赫尔斯泰因,germany,bb,,,,,,
1957,,拿骚,germany,bb,,,,,,
1958,,威斯特法伦,germany,bb,,,,,,
1959,,波茵兰,germany,bb,,,,,,
1960,,波森,germany,bb,,,,,,
1961,,赫尔戈兰,germany,bb,,,,,,
1962,,东弗里斯兰,germany,bb,,,,,,
1963,,图林根,germany,bb,,,,,,
1964,,奥尔登堡,germany,bb,,,,,,
1965,,皇帝,germany,bb,,,,,,
1966,,弗里德里希大帝  ,germany,bb,,,,,,
1967,,凯瑟琳,germany,bb,,,,,,
1968,,路易特博德摄政王,germany,bb,,,,,,
1969,,阿尔伯特国王,germany,bb,,,,,,
1970,,国王,germany,bb,,,,,,
1971,,大侯,germany,bb,,,,,,
1972,,边境总督,germany,bb,,,,,,
1973,,王储,germany,bb,,,,,,
1974,,巴伐利亚,germany,bb,,,,,,
1975,,巴登,germany,bb,,,,,,
1976,,符腾堡,germany,bb,,,,,,
1977,,萨克森,germany,bb,,,,,,
1978,,沙恩霍斯特,germany,bb,,,,,,
1979,,格奈森瑙,germany,bb,,,,,,
1980,,俾斯麦,germany,bb,,,,,,
1981,,提尔皮茨,germany,bb,,,,,,
1982,,齐格菲,germany,bb,,,,,,
1983,,贝奥武夫,germany,bb,,,,,,
1984,,弗里肖夫,germany,bb,,,,,,
1985,,海姆达尔,germany,bb,,,,,,
1986,,希尔德布兰德,germany,bb,,,,,,
1987,,哈根,germany,bb,,,,,,
1988,,奥丁,germany,bb,,,,,,
1989,,埃吉尔,germany,bb,,,,,,
1990,,冯·德·坦恩 ,germany,bc,,,,,,
1991,,毛奇,germany,bc,,,,,,
1992,,戈本,germany,bc,,,,,,
1993,,塞德利茨,germany,bc,,,,,,
1994,,德弗林格,germany,bc,,,,,,
1995,,吕佐夫,germany,bc,,,,,,
1996,,兴登堡,germany,bc,,,,,,
1997,,马肯森,germany,bc,,,,,,
1998,,施佩伯爵,germany,bc,,,,,,
1999,,艾特尔·腓特烈亲王,germany,bc,,,,,,
2000,,俾斯麦首爵,germany,bc,,,,,,
2001,,约克,germany,bc,,,,,,
2002,,格奈森瑙,germany,bc,,,,,,
2003,,沙恩霍斯特,germany,bc,,,,,,
2004,,普鲁士,germany,bc,,,,,,
2005,哥尼斯堡,germany,bc,,,,,,
2006,,阿米尼乌斯,germany,bc,,,,,,
2007,,阿达尔波特亲王,germany,bc,,,,,,
2008,, 弗里德里希·卡尔,germany,bc,,,,,,
2009,,王储,germany,bc,,,,,,
2010,, 威廉,germany,bc,,,,,,
2011,,汉萨,germany,bc,,,,,,
2012,,大选帝侯,germany,bc,,,,,,
2013,,腓特烈大帝号,germany,bc,,,,,,
2014,,萨克森,germany,bc,,,,,,
